# Community catalog for Cursors: cursor sets on rw-designer.com, most downloaded first.
# Generated by tools/update-catalog.ps1 on 2026-09-15 from 11552 sets. It lists names and links only;
# the app downloads a set from rw-designer.com when it is clicked. Each set is licensed by its author, as shown on its page.
slug	name	author	downloads	license	cursors	roles	animated	toprated	arrow	link	text	busy
llx-aero-black-blue	LLX Aero Black_Blue	RIDDLER	17296	Release to Public Domain	15	15	2	1	108798	108812	108803	108801
mac-os-x-2	Mac OS X	nibbler	17255	Attribution Required (CC by)	47	17	22	1	81318	81336	81327	81323
kawaiiairplanepp-mimidestino	Kawaii Cute Airplane Paper Pink	ツ☪ NaLexnu ♡♥	17043	Attribution+NonCommercial (CC by-nc)	20	17	8	1	93812	93810	93814	93804
minecraft-pack-1	minecraft pack	useless_being	17037	NonCommercial Usage Only (CC nc)	22	2	0	0	174783			
my-melody	My Melody	ko ❤	17006	Release to Public Domain	17	15	17	1	200926	200920	200932	200908
next-generation-set	Next Generation	Troy	16943	Attribution Required (CC by)	34	15	34	0	3784	3816	3801	3788
sans-undertale	Sans - Undertale	Ultima	16936	Release to Public Domain	15	15	4	1	85089	85087	85091	85081
completed-gamer-mouse	(COMPLETED) Gamer mouse	RaulMoulinYT	16924	Release to Public Domain	18	17	2	0	164863	164868	164876	164875
cute-aesthetic-pink-mouses	Cute Aesthetic Pink	~ ☁ Aesthetic girl ☁ ~	16908	Release to Public Domain	14	13	2	0	176131	176142	176134	
troll-face-v64	Troll Face	Virum64	16848	Release to Public Domain	15	15	8	1	39754	39752	39756	39746
cursor-cursors-animated-pack-3	SUPER BLACK	juanello	16838	Release to Public Domain	15	15	2	1	32395	32397	32406	32396
spongebob-v64	Spongebob Squarepants	Virum64	16832	Release to Public Domain	15	15	13	1	35090	35104	35095	35093
cinnamorollblue	(High Pixel) Sanrio Kawaii Cinnamoroll Blue	CutePusheenLove	16662	Release to Public Domain	18	17	18	1	215632	215672	215671	215637
rainbow-ani-cur	Rainbow ani/cur	cooolgamer	16623	Release to Public Domain	31	15	16	1	130077	130082	130099	130092
bnha-1	BNHA 1	beebuni	16616	Release to Public Domain	4	0	4	1	129985			
metablue	MetaBlue	J	16591	Release to Public Domain	15	15	14	1	72750	72758	72761	72752
fate-hand	Choose your Fate! Hand...	bobby	16534	Attribution Required (CC by)	10	10	10	0	678	680	676	677
special-gift	Black Angel CuRsOr SeT	HaKaSuKe	16488	Release to Public Domain	9	4	8	0	15161	15155		
glowing-lightsaber	Lightsabers	Leo_de_Jevga	16396	Release to Public Domain	4	3	4	0	22087			22090
vistared	Vista Aero Red	Daniel W.	16336	Attribution Required (CC by)	12	12	2	0	12038	12047		12040
glimer-violet	Glimer Violet	oneloneman	16317	Attribution Required (CC by)	6	6	6	1	7900	7905		7903
wii	Wii	🖱Cursor Mania🖱	16289	Custom (contact author)	18	3	3	1	197271			
green-lightsaber	Ultimate Lightsaber set	Leo_de_Jevga	16287	Release to Public Domain	23	10	23	1	66943	66953	66944	66945
fire-2	Fire	Bubbles_The_Gr8	16257	Release to Public Domain	15	15	15	0	53124	53134	53131	53127
xenon	Xenon	abdillahindo	16179	Release to Public Domain	17	17	2	0	141561	141575	141566	141564
cursor-cursors-2	GREEN IS LIFE	juanello	16131	Release to Public Domain	14	13	2	1	31202	31206	31214	31203
icey	Icey Blue	Daniel W.	16129	Release to Public Domain	15	15	2	1	12860	12865	22582	12862
nexus-neon-red	Nexus Neon Red	GeorgiosNexus	16122	Release to Public Domain	22	15	7	1	168686	168680	168964	168677
handmickeymd	Hand Mickey Mouse	ツ☪ NaLexnu ♡♥	16117	Attribution+NonCommercial (CC by-nc)	32	17	6	1	182272	182265	182292	182303
dim-blue	DIM Blue	google555vn	16093	Attribution Required (CC by)	14	14	14	0	74153	74161	74164	74155
cinnamorollmd	Cinnamoroll	ツ☪ NaLexnu ♡♥	16082	Attribution+NonCommercial (CC by-nc)	21	17	3	1	175564	175561	175569	175555
kawaiibhkittymd	Kawaii BH Kitty Cat kitten	ツ☪ NaLexnu ♡♥	16077	Custom (contact author)	18	17	6	1	165673	165671	165675	165665
electric-purple	DELETED_CONTENT_	Peltlas	16048	Release to Public Domain	3	0	0	0	201514			
plittlestar-mimidestin0	Kawaii Cute Sweet Purple Little Star	ツ☪ NaLexnu ♡♥	15997	Attribution+NonCommercial (CC by-nc)	20	17	8	1	175585	175583	175588	175577
mymelodymd	My Melody R	ツ☪ NaLexnu ♡♥	15940	Attribution+NonCommercial (CC by-nc)	20	17	3	1	163565	163563	163567	163556
pikachu	Pikachu	Vasooki	15919	Attribution Required (CC by)	5	4	2	0	11459			11460
magenta-lightning	Magenta Lightning	AhedfghYT	15914	Release to Public Domain	3	3	3	0	157490	157488	157489	
aero-noir-dark-theme	Aero Noir Dark Theme	RIDDLER	15862	Custom (contact author)	17	17	2	1	147633	147648	147638	147636
ultimate-gun-set	Set Name	-V-	15815	Release to Public Domain	2	2	1	0	12203			12202
glowing	Glowing	Vlazteron	15743	Attribution Required (CC by)	8	1	0	0	129398			
android-honeycomb-mix	Android Mix	thefish728	15719	Free Art (copyleft)	15	15	2	0	68723	68730	68737	68747
assasins-creed-white-blanco	Assasins creed White/Blanco	spiderkid	15704	Release to Public Domain	15	0	2	0	28454			
dim-premium-primismatic	DIM Premium Primismatic	Yuri	15651	Release to Public Domain	17	17	17	1	156398	156412	156403	156401
kawaiipandamimidestino	Kawaii Cute Little Panda	ツ☪ NaLexnu ♡♥	15606	Attribution+NonCommercial (CC by-nc)	16	15	3	1	95348	95346	95350	95340
default-black	Default Black n Green	Mabzev	15588	Attribution Required (CC by)	15	15	2	1	121373	121888	121391	121376
comixcursors-black-and-red	ComixCursors Black and Red	Zack_Leonhart	15584	Attribution+NonCommercial (CC by-nc)	15	15	3	1	39814	39819	39820	39817
night-diamond-v3-0-amethyst-purp	Amythest Purple Night Diamond Prem	10240rtm	15552	Release to Public Domain	25	17	25	1	208891	208900	208906	208894
mac-os-x	Mac OS X	TheBlueShrek27	15533	Attribution Required (CC by)	8	4	3	0	1543		1557	
numix	numix	abdillahindo	15518	Release to Public Domain	17	17	2	0	139019	139021	139025	139033
minecraft-9	Minecraft	nibbler	15481	Release to Public Domain	18	15	3	1	83111	83149	83116	83114
black-aero	Black Aero	JDRamos	15424	Release to Public Domain	11	11	1	1	58873	58881		
zelda-v64	The Legend of Zelda	Virum64	15410	Release to Public Domain	15	15	15	1	38499	38497	38501	38491
catpaw-black	CatPaw_Black	SK	15364	Attribution+NonCommercial (CC by-nc)	15	15	8	1	82207	82205	82209	82199
nekopara	Nekopara	LisSweetie	15190	Attribution Required (CC by)	20	15	4	0	127770	127784	127775	164736
8-bit-mario	8-Bit Mario	globalreject	15036	Attribution Required (CC by)	15	15	2	1	7070	7081	7072	7069
genshin	Genshin impact	saske	15015	Release to Public Domain	10	10	2	1	168734	168742		168735
highly-visible-big-black-	Highly Visible Big Black & Blue (Cyan)	Censor_Not	15014	Release to Public Domain	23	15	2	0	97378	97385	97390	97400
kirby-dreamlan	Kirby	000	14894	Release to Public Domain	17	17	14	1	161380	161394	161385	161383
my-melody-1	My Melody	ko ❤	14891	Release to Public Domain	17	15	17	0	200927	200921	200933	200909
minions-mi-villano-favorito-by-m	Minions	ツ☪ NaLexnu ♡♥	14869	NonCommercial Usage Only (CC nc)	29	2	2	1	56804			
rainbow-dark	Rainbow dark	Nightfury	14857	Release to Public Domain	15	15	8	1	161616	161625	161627	161620
win-95-98	Original Windows 95/98	darix555	14837	Release to Public Domain	15	3	0	1	151727		151733	
greentrim-animated	GreenTrim Animated	JDDellGuy	14827	Release to Public Domain	15	15	15	1	14863	14925	14899	14906
ripped-old-roblox	Ripped Old Roblox Texture	doish	14796	Release to Public Domain	17	15	0	1	226692	226706	226697	226695
klee	Klee	LisSweetie	14755	Attribution Required (CC by)	42	15	16	1	162940	162980	162972	162947
bgset	Blue Glass	sixλxis	14732	Attribution Required (CC by)	5	5	4	0	9244	9245	9246	9247
red-lightning	Red Lightning	AhedfghYT	14706	Release to Public Domain	3	2	3	0	157475	157466	157475	
hotlineblackbabaluggy	Hotline Black	Babaluggy	14677	Release to Public Domain	15	15	0	1	111111	111125	111116	111114
material-design-best-edition-by	Minimalistic Modern	Dante Berlin	14674	Attribution Required (CC by)	17	16	2	1	135759	135764	135758	135812
dancing-strawberries	Dancing Strawberries	Shira	14623	Attribution Required (CC by)	4	0	4	0	7133			
iron-man	Iron Man	Sirea	14587	Attribution Required (CC by)	16	15	12	1	53760	53768	53764	53766
electric-purple-complete-pack	Electric Purple Complete Pack	ツ☪ NaLexnu ♡♥	14508	Custom (contact author)	32	16	31	1	190106	190111	190109	190102
more-colors-classic-normal-	More Colors Vista Normal Select	Paradise Murderer	14478	Release to Public Domain	15	1	0	1	112076			
tron-green-glow	Tron Green	bouderbabari	14427	Release to Public Domain	16	14	16	1	21247	21262	21253	21251
wii-pointer-set	Wii Pointers	Applefan	14366	Release to Public Domain	7	5	2	0	15599	15600		15603
windows-xp-1	Windows XP	nibbler	14355	For Evaluation Purposes Only	284	17	68	1	192299	192637	192462	192352
small-mac	Small Mac	Unknown	14299	Release to Public Domain	5	5	0	1	91282	91283	91285	
hivisbigblack-n-green	Highly Visible Big Black & Green	Censor_Not	14278	Free Art (copyleft)	25	15	3	0	97242	97247	97250	97244
da-vinci-code	Da Vinci Code	Vlasta	14259	Attribution Required (CC by)	10	10	8	0	428			233
different-colored-mouse-pointers	Different Colored Mouse Pointers	Jasu	14259	Release to Public Domain	16	0	0	0	25021			
wii-v64	Nintendo Wii Pointers	Virum64	14243	Release to Public Domain	18	15	12	0	40779	40777	40781	40771
ruination-pack-valorant	Ruination Pack - Valorant	ATT	14218	Custom (contact author)	17	17	16	1	161885	161899	161890	161888
puppypals	Puppy Pals	Daniel W.	14210	Attribution Required (CC by)	17	0	0	1	7177			
minecraft-v64	Minecraft	Virum64	14168	Release to Public Domain	15	15	5	1	44908	44918	44921	44912
pink-flower-kawaii	Pink Flower Kawaii	Orisnismy88	14137	Attribution+NonCommercial (CC by-nc)	15	15	3	1	128055	128052	128058	128056
red-neon-laser-themecursors	Red Neon Laser Glow Simple Stylish (PALE)	lifeisillusion	14135	Custom (contact author)	17	16	3	1	139730	139744	139735	139733
neon-aero	Neon Aero	SuperMakerPerson	14133	Release to Public Domain	13	13	1	1	148726	148755	148729	148728
purple-neon	PURPLE NEON	juanello	14124	Release to Public Domain	9	8	1	0	66230	66229		66228
darkgrayneonglassmd	Dark Gray Neon Glass	ツ☪ NaLexnu ♡♥	14088	Attribution+NonCommercial (CC by-nc)	23	17	5	1	168290	168297	168305	168291
phlame-arrow	Phlame Arrow -->	CramLock	14079	Attribution Required (CC by)	15	15	0	1	9849	9862	9851	9856
league-of-legends-awesome-	league of legends awesome mouse pointers	SeeGreatness	14043	NonCommercial Usage Only (CC nc)	15	14	3	0	73759	73752	73745	73757
fnafdollcursorsbyfnagofficial	FNaF Dolls	FiveNightsatGaga's	14041	Release to Public Domain	45	15	6	0	78476	78493	78479	78482
guitar-angus-young-gibson-sg	Angus Young Gibson SG	Saintanger	14003	Attribution Required (CC by)	14	14	14	0	5683	5674	5669	
maxxrgbmd	Maxx RGB Rainbow Chroma MD	ツ☪ NaLexnu ♡♥	13927	Attribution+NonCommercial (CC by-nc)	20	17	20	1	184155	184152	184159	184146
seablue	Sea Blue	Daniel W.	13919	Attribution Required (CC by)	15	15	3	1	10521	22457	22478	10523
my-ultimate-sword-collection	My Ultimate Sword Collection	J	13891	Release to Public Domain	12	1	4	1	75569			
greentrim	GreenTrim	JDDellGuy	13848	Release to Public Domain	15	15	0	1	14815	14825	14821	14835
neoncursors	Neon	SapphoMode	13757	Attribution Required (CC by)	13	13	2	0	113910	113908	113915	114106
cute-little-kitty	Cute Little Kitty	astro.mp3	13752	Custom (contact author)	19	17	16	0	209932	209948	209938	209936
marvel	Simply Marvelous	adrenochromedream	13739	Custom (contact author)	174	15	69	0	115195	115321	115433	115295
nosmb	"New Old Super Mario Bros."	Applefan	13654	Release to Public Domain	26	14	24	1	21104	21102	21106	21096
blittlestar-mimidestino	Blue Kawaii Cute Sweet Little Star	ツ☪ NaLexnu ♡♥	13652	Attribution+NonCommercial (CC by-nc)	20	17	7	1	171090	171088	171093	171082
synthwave-night	Synthwave Night	4DCube	13584	Release to Public Domain	15	15	2	1	125391	125400	125403	125393
monkey-d-luffy-early-one-piece	Monkey D. Luffy (Early One Piece)	PkN0PE	13583	Release to Public Domain	15	0	15	1	129989			
breeze-hacked	Breeze Hacked Blue	R0mKa	13559	Release to Public Domain	17	15	2	1	142037	142047	142039	
comixcursors-regular-by-zackleon	ComixCursors Blue Regular	Zack_Leonhart	13538	Free Art (copyleft)	15	15	3	1	26212	26199	26201	26210
sharp-and-smooth	Sharp and Smooth	Troy	13516	Attribution Required (CC by)	15	15	15	0	3654	3656	3667	3661
harry-potter-1	Harry Potter	mnovelli2	13503	Release to Public Domain	14	10	4	0	26747	26751	26752	26748
pointers-01	Pointers	Squiddy22	13501	Attribution Required (CC by)	16	3	0	0	1329	1298		1295
mario-64-2020	Super Mario 64 2020	Sayaka Man	13493	NonCommercial Usage Only (CC nc)	16	15	3	1	138515	138536	138519	138517
3d-purple-morado	3D Purple/Morado	spiderkid	13491	Release to Public Domain	15	15	2	1	27445	27461	27451	27448
neon-cursor-set	Neon Cursor Set	absterninja	13463	Custom (contact author)	8	8	7	0	19221	19226	19222	19223
icepackpro	Ice Pack Pro	nrox653	13440	Attribution Required (CC by)	15	15	2	1	5340	5347	5350	5354
big-boi-snorlax	Snorlax - Pokemon	cinnamamonroll	13429	Free Art (copyleft)	13	13	13	1	164677	164689	164681	164680
mac-os-x-3	Mac OS X	lilDavid	13381	Release to Public Domain	21	15	8	1	83291	83289	83293	83274
valda-s-sword	Valda's sword	valda091	13368	Release to Public Domain	3	1	3	1	13386			
trigger	Trigger	8-Bit	13351	Attribution Required (CC by)	15	14	10	1	517		520	516
minecraft-15	Minecraft	Stevex	13349	Release to Public Domain	13	13	6	1	135913	136622	135920	135932
kingdom-hearts	Kingdom Hearts	NinjaGoat	13303	Attribution Required (CC by)	5	5	1	0	5051	5054		5055
hand-cursors	Hand	juanello	13266	Release to Public Domain	3	1	0	0	18676			
transparent-rainbow-2	Transparent Rainbow	quackyduck	13231	Release to Public Domain	17	15	17	0	114004	114002	114006	113996
angel-heart	Angel heart	NatwithaRat	13228	Release to Public Domain	17	17	2	1	145908	145905	145911	145899
bigblueset	Blue Set	jamester44	13225	Attribution Required (CC by)	6	5	5	0	3325	3379		3340
steel-arrowhead	Steel Arrowhead	oneloneman	13217	Attribution Required (CC by)	6	6	4	1	7935	7940		7938
hightlighted	Highlighted 3D-Bronze	cimofj2	13155	Attribution Required (CC by)	16	15	2	1	11951	11963	11962	11959
se7en-cursors	Se7en	JDDellGuy	13150	Release to Public Domain	5	5	4	0	14581	14584		14644
venti-barbatos	Venti Barbatos	LisSweetie	13139	Attribution Required (CC by)	68	15	28	1	163984	164050	164000	163995
glitchy	Glitchy	MintPepper	13133	Custom (contact author)	20	4	20	1	95283	95297	96049	95356
bob	Bouncy Bob	Dan	13127	Attribution Required (CC by)	13	12	13	0	2538	2542	2534	
starcraft-original	Starcraft Original	Morfeo	13109	Attribution+NonCommercial (CC by-nc)	12	12	11	1	53852	53851	53844	53843
blue-glowing	Blue Glowing	Diamond	13078	Release to Public Domain	17	17	17	1	156483	156497	156488	156486
nn-gmr-y9p	Neon Gamer Y9P	Y9P	13063	Attribution Required (CC by)	17	17	0	1	194288	194304	194294	194290
full-rainbow-chroma	Full Rainbow Chroma	♣Aworld♣	13057	Release to Public Domain	15	15	15	0	170898	170897	170894	170896
mini-games	Mini Games	Vlasta	13055	Attribution Required (CC by)	8	4	6	0	17			21
star-77	Star 77	AJaxx	13049	Custom (contact author)	30	15	15	1	83410	83405	83416	83394
chroma-1	Chroma	🖱Cursor Mania🖱	13023	Custom (contact author)	15	13	14	0	194815	194813	194817	194807
luffy-east-blue-punter	Luffy East Blue	000	12996	Release to Public Domain	18	17	11	1	162591	162249	162240	162238
dark-arrow-1	Dark Arrow	LabRat120	12937	Release to Public Domain	6	6	5	1	144106	144107	144110	144109
neon-pack-1	NEON PACK!	xXLucas cursorsXx	12913	Release to Public Domain	7	1	0	1	165877			
blue-lightsabers	Blue Lightsabers	Leo_de_Jevga	12840	Release to Public Domain	16	15	16	0	22115	22122	22128	22117
stained-glass	Stained Glass	Haunty	12830	Attribution Required (CC by)	9	9	2	0	7593	7592		7587
llx-aero-black-gold	LLX Aero Black_Gold	RIDDLER	12815	Release to Public Domain	15	15	2	1	108813	108827	108818	108816
noosy-paradox-runescape	Noosy's/Paradox's RuneScape	Apocalypsing	12793	Attribution Required (CC by)	12	1	1	0	5751			
nezuko-kamado	Nezuko Kamado	LisSweetie	12780	Attribution Required (CC by)	35	15	14	1	138861	138894	138869	138866
geo-blue	Geo Blue	RIDDLER	12776	Release to Public Domain	15	15	2	1	130861	130875	130866	130877
spidermantotm	Spiderman	J	12746	Release to Public Domain	15	14	7	1	78699	78693	78703	78701
green-glow	Green	caseman6	12731	Attribution Required (CC by)	3	0	2	0	1228			
sword-art-online-swords	Sword Art Online Swords	T0X1C_R34P3R	12712	Release to Public Domain	3	1	0	0	72601			
nyan-cat-animated-283873727	Nyan Cat	Eliot	12705	Release to Public Domain	18	17	18	1	186591	186605	186596	186594
pastelrblittlestarmimidestino	Kawaii Cute Sweet Pastel Rainbow Little Star	ツ☪ NaLexnu ♡♥	12705	Attribution+NonCommercial (CC by-nc)	24	15	19	1	94295	94293	94297	94287
smk-v64	Super Mario Kart	Virum64	12685	Release to Public Domain	30	15	8	1	34954	34975	34971	34973
anno-2070	Anno 2070	theUncreative	12682	NonCommercial Usage Only (CC nc)	19	15	16	1	64522	64537	105615	64530
blue-insanity-d	Blueness Insanity By Marz!! :D	Marz {Matt} :D	12676	Attribution Required (CC by)	14	14	2	1	9894	9900	9905	9902
kawaiicutepbunny	Kawaii Cute Pink Bunny	ツ☪ NaLexnu ♡♥	12650	Attribution+NonCommercial (CC by-nc)	26	17	9	1	177277	177272	177282	177279
minecraft-5	Minecraft	TheChosenOne	12641	Release to Public Domain	16	15	11	0	65862	65860	65865	65856
windows-xp	Windows XP	AJaxx	12641	Custom (contact author)	65	13	35	1	90870	90921	90917	90899
spidey	000	000	12618	Release to Public Domain	3	3	2	1	172106			
rainbow-chroma	Rainbow Chroma	★⭐Mazin Pro⭐★	12502	Release to Public Domain	16	15	2	1	173529	173166	173173	173174
cursor-cursors-pack	LUMINOSOS	juanello	12438	Release to Public Domain	14	12	2	0	31157	31159	31160	31158
black-and-white-void	Black and White Void	Normani	12436	NonCommercial Usage Only (CC nc)	17	17	4	1	192694	192707	192699	192697
vdcset	Valentine's Day	TCGM	12429	Attribution Required (CC by)	13	12	11	0	4723		4726	4733
smiley-set	Smiley	lk-mason91	12416	Attribution Required (CC by)	17	9	0	0	965	962	955	954
garfieldnfriends	Garfield 'n Friends	Daniel W.	12340	Attribution Required (CC by)	7	2	1	0	6063			
eevee-loutions	Eeveeloution	mrmcgoo	12321	Attribution+NonCommercial (CC by-nc)	9	2	9	1	15252			
highlight-red-10	Highlight Red 10	RIDDLER	12278	Custom (contact author)	17	17	2	0	158504	158518	158509	158507
biogreenpointers	Bio Green Hazard	ZeloZelos	12271	Release to Public Domain	15	12	14	1	41352	41347	41450	160321
jc008	JC	jc008titan	12212	Release to Public Domain	10	10	8	1	112753	112754	112756	
sonic-x1-bleu	Sonic X	bouderbabari	12185	Release to Public Domain	4	3	4	0	21061			21063
dragon-scimitaires	New Dragon Scimitair	Teddy	12163	Attribution Required (CC by)	16	15	1	1	12999	13005	13011	13002
kirbyset-2020	KirbySet_2020	wowImmakingcursors	12160	Release to Public Domain	9	9	2	0	141821	141824	141828	141822
phone	Cell Phone	The Sword of the Heart	12155	Attribution Required (CC by)	12	11	3	0	2675	2724		2716
growtopia-pointer	Growtopia Pointer	StroyerGT	12106	Release to Public Domain	3	3	1	1	94843		95211	
haikyuu-anime-requested	Haikyuu Anime (requested)	lifeisillusion	12106	NonCommercial Usage Only (CC nc)	42	7	4	1	139726	139901		139899
roblox-2021-pack	Roblox 2021 pack	Jammicurm	12081	Release to Public Domain	17	16	2	1	175336	175337	171856	175292
genshin-impact-1	Genshin Impact	LisSweetie	12070	Attribution Required (CC by)	43	15	18	1	162738	162778	162749	162745
owcursors	Overwatch	SapphoMode	12069	Attribution Required (CC by)	14	14	2	0	113877	114103	113881	113880
minecraft-23	Minecraft	Axolotlsarecute	12048	Release to Public Domain	11	1	1	1	157829			
green-glows	(Green) Glows	abdillahindo	12007	Release to Public Domain	23	15	2	1	141695	141717	141701	141698
pink-neon	PINK NEON	juanello	11996	Release to Public Domain	9	7	1	1	66155	66163		66212
korilakkuma-the-bear	Korilakkuma The Bear	aestheticfox	11980	NonCommercial Usage Only (CC nc)	16	15	5	1	176840	176838	176837	176835
fnaf-plush-toys	FNAF Plush Animatronics (+Sun/Moon)	Snailonnaise	11974	Release to Public Domain	19	2	0	1	172298			
windows-8-original	Windows 8 Original	Nmz8	11953	Release to Public Domain	4	3	2	0	66760	66763		
